country,survey_name,source_archive,relative_path,filename,format,size,number_of_rows,number_of_columns,survey_year,wave_or_round,probable_observation_level,variable_names,variable_labels,value_label_availability,candidate_id_variables,candidate_weight_variables,candidate_strata,candidate_psu,candidate_region,candidate_urban_rural_variable,candidate_date_variables,duplicate_row_risk,all_missing_column_count,warnings,notes
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/mroster/mroster1013_short.sav,mroster1013_short.sav,sav,1528780,16078,17,,,UNCERTAIN,"[""idpp"", ""idp10"", ""idp11"", ""idp12"", ""idp13"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13"", ""bmn"", ""byr"", ""gender""]","{""bmn"": ""Month of birth"", ""byr"": ""Year of birth"", ""gender"": ""1 male; 2 female"", ""hhid10"": ""HH ID in LiK10"", ""hhid11"": ""HH ID in LiK11"", ""hhid12"": ""HH ID in LiK12"", ""hhid13"": ""HH ID in LiK13"", ""hhidp"": ""Panel HH ID in LiK"", ""idp10"": ""Unique individual identifier in LiK10"", ""idp11"": ""Unique individual identifier in LiK11"", ""idp12"": ""Unique individual identifier in LiK12"", ""idp13"": ""Unique individual identifier in LiK13"", ""idpp"": ""Unique panel individual identifier"", ""pid10"": ""Individual ID in LiK10"", ""pid11"": ""Individual ID in LiK11"", ""pid12"": ""Individual ID in LiK12"", ""pid13"": ""Individual ID in LiK13""}",0,"[""idpp"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13""]",[],[],[],[],[],"[""bmn"", ""byr""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-4f932d8b00ca,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/mroster/mroster1013_short.dta,mroster1013_short.dta,dta,727263,16078,17,,,UNCERTAIN,"[""idpp"", ""idp10"", ""idp11"", ""idp12"", ""idp13"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13"", ""bmn"", ""byr"", ""gender""]","{""bmn"": ""Month of birth"", ""byr"": ""Year of birth"", ""gender"": ""1 male; 2 female"", ""hhid10"": ""HH ID in LiK10"", ""hhid11"": ""HH ID in LiK11"", ""hhid12"": ""HH ID in LiK12"", ""hhid13"": ""HH ID in LiK13"", ""hhidp"": ""Panel HH ID in LiK"", ""idp10"": ""Unique individual identifier in LiK10"", ""idp11"": ""Unique individual identifier in LiK11"", ""idp12"": ""Unique individual identifier in LiK12"", ""idp13"": ""Unique individual identifier in LiK13"", ""idpp"": ""Unique panel individual identifier"", ""pid10"": ""Individual ID in LiK10"", ""pid11"": ""Individual ID in LiK11"", ""pid12"": ""Individual ID in LiK12"", ""pid13"": ""Individual ID in LiK13""}",0,"[""idpp"", ""hhidp"", ""hhid10"", ""hhid11"", ""hhid12"", ""hhid13"", ""pid10"", ""pid11"", ""pid12"", ""pid13""]",[],[],[],[],[],"[""bmn"", ""byr""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/community/ao_02.sav,ao_02.sav,sav,97160,3960,6,2011,2011,community,"[""soate"", ""cluster"", ""c201_0"", ""c201_1"", ""c201_2"", ""c201_3""]","{""c201_0"": ""Item/Product"", ""c201_1"": ""Supermarket"", ""c201_2"": ""Small shop"", ""c201_3"": ""Market"", ""soate"": ""Community code""}",1,"[""cluster""]",[],[],"[""cluster""]",[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/control/cc_hh.sav,cc_hh.sav,sav,152457,3009,10,2011,2011,UNCERTAIN,"[""hhid"", ""ih2010"", ""ih2011_1"", ""ih2011_2"", ""particip"", ""reason"", ""soate"", ""cluster"", ""residence"", ""oblast""]","{""cluster"": ""claster"", ""hhid"": ""household code in 2011"", ""ih2010"": ""household code in 2010"", ""ih2011_1"": ""notes on new household code 2011"", ""ih2011_2"": ""reason for the change"", ""oblast"": ""code oblast"", ""particip"": ""has this household participated in the 2011 survey?"", ""reason"": ""if no, please indicate the reason of non-participation"", ""residence"": ""district code"", ""soate"": ""community code (ÑÎÀÒÎ)""}",6,"[""cluster""]",[],[],"[""cluster""]","[""oblast""]",[],[],1 exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/control/cc_ind.sav,cc_ind.sav,sav,332810,9181,12,2011,2011,UNCERTAIN,"[""hhid"", ""pid"", ""ih2010"", ""idres10"", ""q3"", ""q4"", ""q5"", ""q6"", ""q7"", ""particip"", ""reason"", ""claster""]","{""claster"": ""claster"", ""hhid"": ""Household ID in 2011"", ""idres10"": ""the individual code of the respondent from the household roster in 2010"", ""ih2010"": ""household code in 2010"", ""particip"": ""has this household participated in the 2011 survey?"", ""pid"": ""the individual code of the respondent from the household roster in 2011"", ""q3"": ""is respondent from 2010 survey present also in 2011?"", ""q4"": ""reason of absence"", ""q5"": ""is a respondent new in 2011 survey?"", ""q6"": ""reason of joining"", ""q7"": ""interview results"", ""reason"": ""if no, please indicate the reason of non-participation""}",7,"[""hhid""]",[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh1a.sav,hh1a.sav,sav,413428,13693,14,2011,2011,household,"[""hhid"", ""pid"", ""h102"", ""h103_m"", ""h103_y"", ""age"", ""h104"", ""h105"", ""h107_1"", ""h107_2"", ""h107_3"", ""h108"", ""h109"", ""h110""]","{""age"": ""age"", ""h102"": ""sex"", ""h103_m"": ""month of birth"", ""h103_y"": ""year of birth"", ""h104"": ""relationship to head of household"", ""h105"": ""ethnicity"", ""h107_1"": ""first language"", ""h107_2"": ""second language"", ""h107_3"": ""third language"", ""h108"": ""marital status"", ""h109"": ""stayed in household last week?"", ""h110"": ""For what reason stayed not in household?"", ""hhid"": ""Household id in 2011"", ""pid"": ""personal id in 2011""}",9,"[""hhid"", ""pid""]",[],[],[],[],[],"[""h103_m"", ""h103_y""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh1b.sav,hh1b.sav,sav,200958,4600,22,2011,2011,household,"[""hhid"", ""pid"", ""h111"", ""h112"", ""h113"", ""h114"", ""h115"", ""h116"", ""h117_w"", ""h118"", ""h119"", ""h120"", ""h121_1"", ""h121_2"", ""h121_3"", ""h121_4"", ""h122"", ""h123"", ""h124"", ""h125"", ""h125a"", ""age""]","{""age"": ""age"", ""h111"": ""who usually takes care ofduring the day?"", ""h112"": ""is  currently enrolled at the educational institution?"", ""h113"": ""why is  not studying at the moment?"", ""h114"": ""in what level is enrolled in the current academic year (2010-2011)?"", ""h115"": ""in what grade is  enrolled in the current academic year (2010-2011), i.e. in whi"", ""h116"": ""is currently attending the educational institution?"", ""h117_w"": ""How many weeks of school did [Name] miss in th past academic year?"", ""h118"": ""what was the main reason for [name] to miss the school?"", ""h119"": ""was school ever closed during the past academic year (excl. holidays)?"", ""h120"": ""what was the main reason for the longest closure of school during the past acade"", ""h121_1"": ""last year's spending on [Name's] schooling expenditures taken all togehter"", ""h121_2"": ""last year's spending on [Name's] school uniforms/educational supplies"", ""h121_3"": ""last year's spending on [Name's] non formal payments (building, repair, school f"", ""h121_4"": ""how much did your household spend on  education in the past academic year for:"", ""h122"": ""on average, how many hours each day did [name] spend doing homework during past"", ""h123"": ""on average, how many hours each day did [name] spend helping at home, family bus"", ""h124"": ""if any, how many hours a day did [name] work outside of the household for money"", ""h125"": ""how many hours per week does [name] usually use a computer for studying or work"", ""h125a"": ""how many specific subject teachers are missing in the class of"", ""hhid"": ""Household id in 2011"", ""pid"": ""id code""}",8,"[""hhid"", ""pid""]",[],[],[],[],[],"[""h114"", ""h115"", ""h117_w"", ""h119"", ""h121_1"", ""h121_2"", ""h121_3"", ""h121_4""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh1c.sav,hh1c.sav,sav,118688,4311,16,2011,2011,household,"[""hhid"", ""pid"", ""h127"", ""h128"", ""h129"", ""h130"", ""h131"", ""h132"", ""h133"", ""h134"", ""h135"", ""h136"", ""h137"", ""h138"", ""h139"", ""age""]","{""age"": ""age"", ""h127"": ""in which oblast was the child born?"", ""h128"": ""how many kilograms does he/she weigh?"", ""h129"": ""what is his/her height in centimeters?"", ""h130"": ""what is his/her upper arm circumference (in centimeters)?"", ""h131"": ""do you have a card where his/her vaccinations are written down?"", ""h132"": ""did he/she ever have any vaccinations to prevent him/her from getting diseases,"", ""h133"": ""did he/she ever have a bcg vaccination against tuberculosis, that is, an injecti"", ""h134"": ""did he/she ever get a polio vaccine, that is, pink or white drops in the mouth?"", ""h135"": ""within the last 6 months, was he/she given a vitamin a dose?"", ""h136"": ""how many times has he/she consulted a doctor for any illness or infection during"", ""h137"": ""how many nights did he/she spend in a hospital due to any illnes or infection du"", ""h138"": ""if the mother of this child is a member of the household, please report her id."", ""h139"": ""if the father of this child is a member of the household, please report his id."", ""hhid"": ""Household id in 2011"", ""pid"": ""id code""}",10,"[""hhid"", ""pid"", ""h138"", ""h139""]",[],[],[],"[""h127""]",[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh2a.sav,hh2a.sav,sav,228388,2862,27,2011,2011,household,"[""hhid"", ""h201"", ""h202_1"", ""h202_1y"", ""h202_2"", ""h202_2y"", ""h202_3"", ""h202_3y"", ""h202_4"", ""h202_4y"", ""h202_5"", ""h202_5y"", ""h202_6"", ""h202_6y"", ""h203"", ""h204"", ""h205"", ""h205a"", ""h206"", ""h207"", ""h208"", ""h209"", ""h212_1"", ""h212_2"", ""h212_3"", ""h212_4"", ""h212_5""]","{""h201"": ""What is the type of your housing?"", ""h202_1"": ""Purchased"", ""h202_1y"": ""year of purchasing dwelling"", ""h202_2"": ""Built"", ""h202_2y"": ""year of building dwelling"", ""h202_3"": ""Bartered"", ""h202_3y"": ""year of bartering dwelling"", ""h202_4"": ""Inherited"", ""h202_4y"": ""year of inheriting dwelling"", ""h202_5"": ""Given by state/privatized"", ""h202_5y"": ""year of receiving from state/privatization of dwelling"", ""h202_6"": ""Rented"", ""h202_6y"": ""year of renting dwelling"", ""h203"": ""How many rooms does your dwelling have?"", ""h204"": ""What is the main source of drinking water?"", ""h205"": ""What is the main source of heating?"", ""h205a"": ""Frequency of disruption of power supply to household"", ""h206"": ""What do you mainly use for cooking?"", ""h207"": ""What is the main material of the floor?"", ""h208"": ""What is the main materials of walls?"", ""h209"": ""What is the main material of the roof?"", ""h212_1"": ""distance to next main road"", ""h212_2"": ""distance to next agricultural market"", ""h212_3"": ""distance to town hall of your community"", ""h212_4"": ""distance to next school"", ""h212_5"": ""distance to next hospital"", ""hhid"": ""Household id in 2011""}",24,"[""hhid""]",[],[],[],[],[],"[""h202_1y"", ""h202_2y"", ""h202_3y"", ""h202_4y"", ""h202_5y"", ""h202_6y""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh2b.sav,hh2b.sav,sav,593950,37843,6,2011,2011,household,"[""hhid"", ""n2b"", ""h213"", ""h214"", ""h215_s"", ""h215_v""]","{""h213"": ""possession"", ""h214"": ""quantity"", ""h215_s"": ""amount for which you could sell asset today"", ""h215_v"": ""currency in which you indicated the sell of asset"", ""hhid"": ""Household id in 2011"", ""n2b"": ""type of asset""}",3,"[""hhid""]",[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh2c.sav,hh2c.sav,sav,111860,3806,17,2011,2011,household,"[""hhid"", ""h216"", ""h217"", ""n2c"", ""h219"", ""h220_s"", ""h220_g"", ""h221"", ""h222"", ""h223"", ""h224_1"", ""h224_2"", ""h224_3"", ""h224_4"", ""h224_5"", ""h225"", ""h226""]","{""h216"": ""Does your household own a plot of land?"", ""h217"": ""If yes in h216, how many plots do you own?"", ""h219"": ""who is the main user of the plot?"", ""h220_g"": ""what is the area of the parcel?   hectar"", ""h220_s"": ""what is the area of the parcel?   sotka"", ""h221"": ""how far is this parcel from the dwelling? (m)"", ""h222"": ""are you or is any member of the household recognised as legal owner? if yes, whi"", ""h223"": ""how did you get this plot?"", ""h224_1"": ""how do you use it? producing crops for own consumption"", ""h224_2"": ""how do you use it? producing crops for selling"", ""h224_3"": ""how do you use it? growth livestock feed"", ""h224_4"": ""how do you use it? pasture for livestock"", ""h224_5"": ""how do you use it? for construction purposes"", ""h225"": ""is the plot irrigated?"", ""h226"": ""how do you assess the quality of the plot?"", ""hhid"": ""Household id in 2011"", ""n2c"": ""plot number""}",11,"[""hhid""]",[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh3.sav,hh3.sav,sav,111560,2862,27,2011,2011,household,"[""hhid"", ""h301"", ""h301a"", ""h302"", ""h303"", ""h304"", ""h308"", ""h308a"", ""h309_1"", ""h309_2"", ""h309_3"", ""h309_4"", ""h309_5"", ""h309_6"", ""h310"", ""h314"", ""h315"", ""h316_1"", ""h316_2"", ""h316_3"", ""h316_4"", ""h316_5"", ""h316_6"", ""h316_7"", ""h316_8"", ""h316_9"", ""h316_10""]","{""h301"": ""is any person in this household involved in any agricultural activity?"", ""h301a"": ""what is the id code of this person?"", ""h302"": ""in his/her job in the agricultural sector, he/she is an…"", ""h303"": ""what is the size of all owned and rented land someone in your household has been"", ""h304"": ""does this hh-member sell all or part of the output?"", ""h308"": ""what is the main product sold by this hh-member ? (tick the most important one)"", ""h308a"": ""share of this product in  owned and rented land?"", ""h309_1"": ""where / to whom does this hh-member sell the main share of this product? local m"", ""h309_2"": ""where / to whom does this hh-member sell the main share of this product? regiona"", ""h309_3"": ""where / to whom does this hh-member sell the main share of this product? superma"", ""h309_4"": ""where / to whom does this hh-member sell the main share of this product? exporte"", ""h309_5"": ""where / to whom does this hh-member sell the main share of this product? process"", ""h309_6"": ""where / to whom does this hh-member sell the main share of this product? other"", ""h310"": ""even if this product is not directly sold to an exporter, does part of it end up"", ""h314"": ""does this hh-member / his/her employer fulfil any quality requirements (such as"", ""h315"": ""who informs this hh-member / his/her employer about or demands the quality requi"", ""h316_1"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_10"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_2"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_3"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_4"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_5"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_6"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_7"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_8"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""h316_9"": ""what type of quality aspects does this hh-member / his/her employer (have to) fu"", ""hhid"": ""Household id in 2011""}",16,"[""hhid"", ""h301a""]",[],[],[],"[""h309_2""]",[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh4a.sav,hh4a.sav,sav,1267914,72592,7,2011,2011,household,"[""hhid"", ""nfood"", ""h401a"", ""h401b"", ""h402a"", ""h402b"", ""h402c""]","{""h401a"": ""in the last 12 months, how much money did your household spend on  value (in som"", ""h401b"": ""in the last 12 months, how much money did your household spend on  period"", ""h402a"": ""how much did your household consume from own agricultural production for last 12"", ""h402b"": ""how much did your household consume from own agricultural production for last 12"", ""h402c"": ""how much did your household consume from own agricultural production for last 12"", ""hhid"": ""Household id in 2011"", ""nfood"": ""item""}",4,"[""hhid""]",[],[],[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh4b.sav,hh4b.sav,sav,681164,35031,5,2011,2011,household,"[""hhid"", ""nitem"", ""h403"", ""h404"", ""h405""]","{""h403"": ""how much did your household spend for last month or last year?   sum"", ""h404"": ""how much did your household spend for last month or last year?   currency"", ""h405"": ""how much did your household spend for last month or last year?   period"", ""hhid"": ""Household id in 2011"", ""nitem"": ""item""}",3,"[""hhid""]",[],[],[],[],[],"[""h403"", ""h404"", ""h405""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh4c.sav,hh4c.sav,sav,482038,2863,97,2011,2011,household,"[""hhid"", ""h406_1"", ""h406_2"", ""h406_3"", ""h406_4"", ""h406_5"", ""h406_6"", ""h406_7"", ""h406_8"", ""h406_9"", ""h406_10"", ""ah406"", ""h407"", ""h408"", ""h409"", ""h410"", ""h411_1"", ""h411_2"", ""h411_3"", ""h412_1"", ""h412_2"", ""h412_3"", ""h412_4"", ""h412_5"", ""h412_6"", ""h412_7"", ""h413_1"", ""h413_2"", ""h413_3"", ""h414_1"", ""h414_2"", ""h414_3"", ""h414_4"", ""h414_5"", ""h414_6"", ""h414_7"", ""h414_8"", ""h414_9"", ""h415"", ""h416"", ""h417_1"", ""h417a_1"", ""h417_2"", ""h417a_2"", ""h417_3"", ""h417a_3"", ""h417_4"", ""h417a_4"", ""h417_5"", ""h417a_5"", ""h418_1"", ""h418_2"", ""h419_1"", ""h419_2"", ""h419_3"", ""h419_4"", ""h419_5"", ""h419_6"", ""h420_1"", ""h420_2"", ""h420_3"", ""h420_4"", ""h420_5"", ""h420_6"", ""h420_7"", ""h420_8"", ""h420_9"", ""h420_10"", ""ah420"", ""h421"", ""h422"", ""h423"", ""h424"", ""h425"", ""h426"", ""h427"", ""h428_1"", ""h428_2"", ""h428_3"", ""h428_4"", ""h428_5"", ""h428_6"", ""h428_7"", ""h429"", ""h430_1"", ""h430_2"", ""h430_3"", ""h431_1"", ""h431_2"", ""h431_3"", ""h431_4"", ""h431_5"", ""ah431"", ""h432_1"", ""h432_2"", ""h432_3"", ""h432_4""]","{""ah406"": ""what type of festive event(s) did your household host in the last 12 months?   o"", ""ah420"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""ah431"": ""in your opinion, what purpose do such festive events serve?   other reasons"", ""h406_1"": ""what type of festive event(s) did your household host in the last 12 months?   s"", ""h406_10"": ""what type of festive event(s) did your household host in the last 12 months?   n"", ""h406_2"": ""what type of festive event(s) did your household host in the last 12 months?   d"", ""h406_3"": ""what type of festive event(s) did your household host in the last 12 months?   b"", ""h406_4"": ""what type of festive event(s) did your household host in the last 12 months?   j"", ""h406_5"": ""what type of festive event(s) did your household host in the last 12 months?   b"", ""h406_6"": ""what type of festive event(s) did your household host in the last 12 months?   n"", ""h406_7"": ""what type of festive event(s) did your household host in the last 12 months?   f"", ""h406_8"": ""what type of festive event(s) did your household host in the last 12 months?   r"", ""h406_9"": ""what type of festive event(s) did your household host in the last 12 months?   o"", ""h407"": ""how many festive events did your household host?"", ""h408"": ""which festive event was the largest in terms of guests and expenditures? (write"", ""h409"": ""where did you conduct this event"", ""h410"": ""how many guests did you serve at this event?"", ""h411_1"": ""where did guests come from to attend this particular event?"", ""h411_2"": ""where did guests come from to attend this particular event?"", ""h411_3"": ""where did guests come from to attend this particular event?"", ""h412_1"": ""who attended this event?  close relatives"", ""h412_2"": ""who attended this event?  extended relatives"", ""h412_3"": ""who attended this event?  friends"", ""h412_4"": ""who attended this event?  colleagues"", ""h412_5"": ""who attended this event?  classmates"", ""h412_6"": ""who attended this event?  neighbours"", ""h412_7"": ""who attended this event?  other"", ""h413_1"": ""which ethnic backgrounds did guests belong to?"", ""h413_2"": ""which ethnic backgrounds did guests belong to?"", ""h413_3"": ""which ethnic backgrounds did guests belong to?"", ""h414_1"": ""please approximate the total sum your household spent for this event under the f"", ""h414_2"": ""please approximate the total sum your household spent for this event under the f"", ""h414_3"": ""please approximate the total sum your household spent for this event under the f"", ""h414_4"": ""please approximate the total sum your household spent for this event under the f"", ""h414_5"": ""please approximate the total sum your household spent for this event under the f"", ""h414_6"": ""please approximate the total sum your household spent for this event under the f"", ""h414_7"": ""please approximate the total sum your household spent for this event under the f"", ""h414_8"": ""please approximate the total sum your household spent for this event under the f"", ""h414_9"": ""please approximate the total sum your household spent for this event under the f"", ""h415"": ""what was the total amount of monetary expenses spent to organize this event?   c"", ""h416"": ""what was the total amount of non-monetary expenses spent for this event  cows"", ""h417_1"": ""which livestock did you slaughter/consume for this particular event?  horses"", ""h417_2"": ""which livestock did you slaughter/consume for this particular event?  goats"", ""h417_3"": ""which livestock did you slaughter/consume for this particular event?  sheep"", ""h417_4"": ""which livestock did you slaughter/consume for this particular event?  poultry"", ""h417_5"": ""which livestock did you slaughter/consume for this particular event?  other"", ""h417a_1"": "" how many livestock, did you slaughter/consume for this particular event?  horse"", ""h417a_2"": "" how many livestock, did you slaughter/consume for this particular event?  goats"", ""h417a_3"": "" how many livestock, did you slaughter/consume for this particular event?  sheep"", ""h417a_4"": "" how many livestock, did you slaughter/consume for this particular event?  poult"", ""h417a_5"": "" how many livestock, did you slaughter/consume for this particular event?  other"", ""h418_1"": ""how much (in soms) did you approximately receive in gifts from guests that were"", ""h418_2"": ""how much (in soms) did you approximately receive in gifts from guests that were"", ""h419_1"": ""how was this particular event funded?   1 financial savings"", ""h419_2"": ""how was this particular event funded?   2 sale of assets (e.g., livestock, car)"", ""h419_3"": ""how was this particular event funded?   3 remittances sent from abroad only for"", ""h419_4"": ""how was this particular event funded?   4 borrowed money from friends and relati"", ""h419_5"": ""how was this particular event funded?   5 took a bank loan"", ""h419_6"": ""how was this particular event funded?   6 contributions from relatives & friends"", ""h420_1"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_10"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_2"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_3"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_4"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_5"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_6"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_7"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_8"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h420_9"": ""what type of festive event(s) did your household attend in the last 12 months?"", ""h421"": ""how many festive events did your household attend?"", ""h422"": ""which festive event was the largest in terms of guest count?   (write down the e"", ""h423"": ""how many guests attended this largest event?"", ""h424"": ""where did this largest event occur?"", ""h425"": ""which category did the host belong to?"", ""h426"": ""what was your total contribution to this largest event in cash?"", ""h427"": ""what was your total contribution to this largest event in gifts"", ""h428_1"": ""when you attended festive events in the last 12 months, what was the typical amo"", ""h428_2"": ""when you attended festive events in the last 12 months, what was the typical amo"", ""h428_3"": ""when you attended festive events in the last 12 months, what was the typical amo"", ""h428_4"": ""when you attended festive events in the last 12 months, what was the typical amo"", ""h428_5"": ""when you attended festive events in the last 12 months, what was the typical amo"", ""h428_6"": ""when you attended festive events in the last 12 months, what was the typical amo"", ""h428_7"": ""when you attended festive events in the last 12 months, what was the typical amo"", ""h429"": ""if applicable, what is the average size of kalym paid for a bride in your settle"", ""h430_1"": ""how many heads of sheep and/or cows are usually slaughtered for funerals in your"", ""h430_2"": ""how many heads of sheep and/or cows are usually slaughtered for funerals in your"", ""h430_3"": ""how many heads of sheep and/or cows are usually slaughtered for funerals in your"", ""h431_1"": ""in your opinion, what purpose do such festive events serve?   to keep ties with"", ""h431_2"": ""in your opinion, what purpose do such festive events serve?   to keep up with tr"", ""h431_3"": ""in your opinion, what purpose do such festive events serve?   to show that i am"", ""h431_4"": ""in your opinion, what purpose do such festive events serve?   to demonstrate inc"", ""h431_5"": ""in your opinion, what purpose do such festive events serve?   other reasons"", ""h432_1"": ""how much do you agree with the following statements on a scale from 1 to 5?  fes"", ""h432_2"": ""how much do you agree with the following statements on a scale from 1 to 5?  fes"", ""h432_3"": ""how much do you agree with the following statements on a scale from 1 to 5?  it'"", ""h432_4"": ""how much do you agree with the following statements on a scale from 1 to 5?  bri"", ""hhid"": ""Household id in 2011""}",63,"[""hhid""]",[],"[""h431_4""]",[],[],[],[],no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),kyrgyzstan-02-b52af7b045d9,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2011/household/hh5.sav,hh5.sav,sav,124532,6155,4,2011,2011,household,"[""hhid"", ""n5"", ""h501"", ""h502""]","{""h501"": ""during the last 12 months, did you receive any income from [source]?"", ""h502"": ""if yes: how much per month?"", ""hhid"": ""Household id in 2011"", ""n5"": ""income from household enterprises""}",2,"[""hhid""]",[],[],[],[],[],"[""h502""]",no exact duplicate rows,0,,Metadata read successfully; no respondent values exported.
