country,context,variable_group,variables,denominator_values,missing_values,missing_rate,structural_missingness,ordinary_nonresponse_note,weight_status
Kyrgyzstan,overall,merge_quality_flags,lik_source_provenance,7043,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,outcome_items,lik_fies_item_1;lik_fies_item_2;lik_fies_item_3;lik_fies_item_4;lik_fies_item_5;lik_fies_item_6;lik_fies_item_7;lik_fies_item_8,50520,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,raw_score,lik_fies_raw_score,6315,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,remittance_receipt,lik_remittance_receipt,6315,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,remittance_amount,lik_remittance_amount_original,6315,5237,0.8292953285827395,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,primary_shock,lik_any_shock,6315,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,secondary_shocks,lik_economic_shock;lik_employment_shock;lik_health_shock;lik_agricultural_shock;lik_climate_shock,31575,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,household_size,lik_household_size,6315,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,age,i218,6315,4803,0.7605700712589074,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,sex,h102,6315,1,0.00015835312747426763,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,education,h103a,6315,1,0.00015835312747426763,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,children,h104,6315,1,0.00015835312747426763,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,welfare_assets,lik_remittance_amount_original,6315,5237,0.8292953285827395,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,location_variables,oblast;residence,12630,17,0.0013460015835312748,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,weight_variables,,6315,6315,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,round_or_year,survey_year,6315,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,analysis_eligible,merge_quality_flags,lik_source_provenance,6315,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,outcome_items,lik_fies_item_1;lik_fies_item_2;lik_fies_item_3;lik_fies_item_4;lik_fies_item_5;lik_fies_item_6;lik_fies_item_7;lik_fies_item_8,5824,3991,0.6852678571428571,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,raw_score,lik_fies_raw_score,728,728,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,remittance_receipt,lik_remittance_receipt,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,remittance_amount,lik_remittance_amount_original,728,643,0.8832417582417582,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,primary_shock,lik_any_shock,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,secondary_shocks,lik_economic_shock;lik_employment_shock;lik_health_shock;lik_agricultural_shock;lik_climate_shock,3640,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,household_size,lik_household_size,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,age,i218,728,509,0.6991758241758241,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,sex,h102,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,education,h103a,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,children,h104,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,welfare_assets,lik_remittance_amount_original,728,643,0.8832417582417582,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,location_variables,oblast;residence,1456,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,weight_variables,,728,728,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,round_or_year,survey_year,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,excluded,merge_quality_flags,lik_source_provenance,728,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,outcome_items,lik_fies_item_1;lik_fies_item_2;lik_fies_item_3;lik_fies_item_4;lik_fies_item_5;lik_fies_item_6;lik_fies_item_7;lik_fies_item_8,47040,3614,0.07682823129251701,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,raw_score,lik_fies_raw_score,5880,643,0.10935374149659864,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,remittance_receipt,lik_remittance_receipt,5880,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,remittance_amount,lik_remittance_amount_original,5880,5880,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,primary_shock,lik_any_shock,5880,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,secondary_shocks,lik_economic_shock;lik_employment_shock;lik_health_shock;lik_agricultural_shock;lik_climate_shock,29400,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,household_size,lik_household_size,5880,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,age,i218,5880,4433,0.7539115646258503,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,sex,h102,5880,1,0.00017006802721088434,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,education,h103a,5880,1,0.00017006802721088434,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,children,h104,5880,1,0.00017006802721088434,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,welfare_assets,lik_remittance_amount_original,5880,5880,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,location_variables,oblast;residence,11760,17,0.001445578231292517,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,weight_variables,,5880,5880,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,round_or_year,survey_year,5880,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_0,merge_quality_flags,lik_source_provenance,5880,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,outcome_items,lik_fies_item_1;lik_fies_item_2;lik_fies_item_3;lik_fies_item_4;lik_fies_item_5;lik_fies_item_6;lik_fies_item_7;lik_fies_item_8,9304,377,0.04052020636285469,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,raw_score,lik_fies_raw_score,1163,85,0.07308684436801376,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,remittance_receipt,lik_remittance_receipt,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,remittance_amount,lik_remittance_amount_original,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,primary_shock,lik_any_shock,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,secondary_shocks,lik_economic_shock;lik_employment_shock;lik_health_shock;lik_agricultural_shock;lik_climate_shock,5815,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,household_size,lik_household_size,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,age,i218,1163,879,0.7558039552880481,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,sex,h102,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,education,h103a,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,children,h104,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,welfare_assets,lik_remittance_amount_original,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,location_variables,oblast;residence,2326,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,weight_variables,,1163,1163,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,round_or_year,survey_year,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,remittance_group_1,merge_quality_flags,lik_source_provenance,1163,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,outcome_items,lik_fies_item_1;lik_fies_item_2;lik_fies_item_3;lik_fies_item_4;lik_fies_item_5;lik_fies_item_6;lik_fies_item_7;lik_fies_item_8,43752,3221,0.07361949168038033,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,raw_score,lik_fies_raw_score,5469,578,0.10568659718412872,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,remittance_receipt,lik_remittance_receipt,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,remittance_amount,lik_remittance_amount_original,5469,4643,0.8489669043700859,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,primary_shock,lik_any_shock,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,secondary_shocks,lik_economic_shock;lik_employment_shock;lik_health_shock;lik_agricultural_shock;lik_climate_shock,27345,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,household_size,lik_household_size,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,age,i218,5469,4126,0.7544340830133479,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,sex,h102,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,education,h103a,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,children,h104,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,welfare_assets,lik_remittance_amount_original,5469,4643,0.8489669043700859,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,location_variables,oblast;residence,10938,17,0.0015542146644724813,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,weight_variables,,5469,5469,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,round_or_year,survey_year,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_0,merge_quality_flags,lik_source_provenance,5469,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,outcome_items,lik_fies_item_1;lik_fies_item_2;lik_fies_item_3;lik_fies_item_4;lik_fies_item_5;lik_fies_item_6;lik_fies_item_7;lik_fies_item_8,12592,770,0.061149936467598476,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,raw_score,lik_fies_raw_score,1574,150,0.09529860228716645,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,remittance_receipt,lik_remittance_receipt,1574,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,remittance_amount,lik_remittance_amount_original,1574,1237,0.7858958068614994,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,primary_shock,lik_any_shock,1574,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,secondary_shocks,lik_economic_shock;lik_employment_shock;lik_health_shock;lik_agricultural_shock;lik_climate_shock,7870,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,household_size,lik_household_size,1574,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,age,i218,1574,1186,0.7534942820838628,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,sex,h102,1574,1,0.0006353240152477764,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,education,h103a,1574,1,0.0006353240152477764,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,children,h104,1574,1,0.0006353240152477764,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,welfare_assets,lik_remittance_amount_original,1574,1237,0.7858958068614994,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,location_variables,oblast;residence,3148,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,weight_variables,,1574,1574,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,round_or_year,survey_year,1574,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,shock_group_1,merge_quality_flags,lik_source_provenance,1574,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,outcome_items,lik_fies_item_1;lik_fies_item_2;lik_fies_item_3;lik_fies_item_4;lik_fies_item_5;lik_fies_item_6;lik_fies_item_7;lik_fies_item_8,56344,3991,0.07083274172937669,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,raw_score,lik_fies_raw_score,7043,728,0.10336504330540963,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,remittance_receipt,lik_remittance_receipt,7043,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,remittance_amount,lik_remittance_amount_original,7043,5880,0.8348715036206162,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,primary_shock,lik_any_shock,7043,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,secondary_shocks,lik_economic_shock;lik_employment_shock;lik_health_shock;lik_agricultural_shock;lik_climate_shock,35215,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,household_size,lik_household_size,7043,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,age,i218,7043,5312,0.7542240522504614,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,sex,h102,7043,1,0.0001419849495953429,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,education,h103a,7043,1,0.0001419849495953429,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,children,h104,7043,1,0.0001419849495953429,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,welfare_assets,lik_remittance_amount_original,7043,5880,0.8348715036206162,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,location_variables,oblast;residence,14086,17,0.0012068720715604146,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,weight_variables,,7043,7043,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,round_or_year,survey_year,7043,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Kyrgyzstan,survey_year_2019,merge_quality_flags,lik_source_provenance,7043,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,391400,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,raw_score,uzb_fies_raw_score,48925,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,remittance_receipt,uzb_any_remittance,48925,1790,0.03658661216147164,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,remittance_amount,uzb_total_remittance_original,48925,45738,0.9348594787940726,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,primary_shock,uzb_any_verified_shock,48925,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,146775,1383,0.009422585590189065,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,household_size,hhsize,48925,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,age,,48925,48925,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,sex,,48925,48925,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,education,,48925,48925,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,children,l2cu_roster_member_count,48925,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,195700,147390,0.753142565150741,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,location_variables,,48925,48925,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,weight_variables,uzb_popw_unverified,48925,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,round_or_year,round,48925,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,overall,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,97850,1383,0.014133878385283597,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,377080,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,raw_score,uzb_fies_raw_score,47135,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,remittance_receipt,uzb_any_remittance,47135,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,remittance_amount,uzb_total_remittance_original,47135,43948,0.9323857006470776,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,primary_shock,uzb_any_verified_shock,47135,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,141405,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,household_size,hhsize,47135,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,age,,47135,47135,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,sex,,47135,47135,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,education,,47135,47135,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,children,l2cu_roster_member_count,47135,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,188540,141957,0.7529277606873873,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,location_variables,,47135,47135,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,weight_variables,uzb_popw_unverified,47135,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,round_or_year,round,47135,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,analysis_eligible,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,94270,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,14320,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,raw_score,uzb_fies_raw_score,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,remittance_receipt,uzb_any_remittance,1790,1790,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,remittance_amount,uzb_total_remittance_original,1790,1790,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,primary_shock,uzb_any_verified_shock,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,5370,1383,0.25754189944134076,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,household_size,hhsize,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,age,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,sex,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,education,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,children,l2cu_roster_member_count,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,welfare_assets,wage_amount;aginc_amount;selfempinc_amount;otherinc_amount,7160,5433,0.7587988826815643,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,location_variables,,1790,1790,1.0,STRUCTURAL_NOT_AVAILABLE,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,weight_variables,uzb_popw_unverified,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,round_or_year,round,1790,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,excluded,merge_quality_flags,l2cu_roster_match;uzb_remittance_merge_quality,3580,1383,0.3863128491620112,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,outcome_items,uzb_fies_item_1;uzb_fies_item_2;uzb_fies_item_3;uzb_fies_item_4;uzb_fies_item_5;uzb_fies_item_6;uzb_fies_item_7;uzb_fies_item_8,351320,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,raw_score,uzb_fies_raw_score,43915,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,remittance_receipt,uzb_any_remittance,43915,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,remittance_amount,uzb_total_remittance_original,43915,43915,1.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,primary_shock,uzb_any_verified_shock,43915,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
Uzbekistan,remittance_group_0,secondary_shocks,uzb_work_loss_shock;uzb_major_health_or_death_shock;uzb_service_disruption,131745,0,0.0,,Not tested; structural non-administration is not respondent refusal.,unweighted
